"inputName","outputName"
"Dryopteris crinalis var. podosorus","Dryopteris podosora"
"Dryopteris sandwicensis","Dryopteris sandwicensis"
"Dryopteris tenebrosa","Dryopteris tenebrosa"
"Dryopteris tetrapinnata","Dryopteris tetrapinnata"
"Dryopteris unidentata","Dryopteris unidentata"
"Dryopteris wallichiana","Dryopteris wallichiana"
"Dryopteris x algonquinensis","Dryopteris x algonquinensis"
"Dryopteris x benedictii","Dryopteris x benedictii"
"Dryopteris x boottii","Dryopteris x boottii"
"Dryopteris x burgessii","Dryopteris x burgessii"
"Dryopteris x dowellii","Dryopteris x dowellii"
"Dryopteris x leedsii","Dryopteris x leedsii"
"Dryopteris x neo-wherryi","Dryopteris x neowherryi"
"Dryopteris x pittsfordensis","Dryopteris x pittsfordensis"
"Dryopteris x separabilis","Dryopteris x separabilis"
"Dryopteris x slossoniae","Dryopteris x slossoniae"
"Dryopteris x triploidea","Dryopteris x triploidea"
"Dryopteris x uliginosa","Dryopteris x uliginosa"
"Elaphoglossum aemulum","Elaphoglossum aemulum"
"Elaphoglossum alatum","Elaphoglossum alatum"
"Elaphoglossum alatum var. alatum","Elaphoglossum alatum var. alatum"
"Elaphoglossum alatum var. crassicaule","Elaphoglossum alatum var. crassicaule"
"Elaphoglossum alatum var. fauriei","Elaphoglossum alatum var. fauriei"
"Elaphoglossum alatum var. parvisquamaeum","Elaphoglossum alatum var. parvisquamaeum"
"Elaphoglossum crassifolium","Elaphoglossum crassifolium"
"Elaphoglossum hirtum","Elaphoglossum hirtum"
"Elaphoglossum hirtum var. micans","Elaphoglossum hirtum var. micans"
"Elaphoglossum pellucidum","Elaphoglossum pellucidum"
"Elaphoglossum serpens","Elaphoglossum serpens"
"Elaphoglossum wawrae","Elaphoglossum wawrae"
"Cheilanthes arizonica","Gaga arizonica"
"Cheilanthes pyramidalis var. arizonica","Gaga arizonica"
"Hemionitis arizonica","Gaga arizonica"
"Cheilanthes kaulfussii","Gaga kaulfussii"
"Goniopteris moranii","Goniopteris domingensis"
"Polypodium domingense","Goniopteris domingensis"
"Thelypteris guadalupensis","Goniopteris domingensis"
"Polypodium reptans","Goniopteris reptans"
"Thelypteris reptans var. reptans","Goniopteris reptans"
"Aspidium sclerophyllum","Goniopteris sclerophylla"
"Thelypteris sclerophylla","Goniopteris sclerophylla"
"Polypodium tetragonum","Goniopteris tetragona"
"Thelypteris tetragona","Goniopteris tetragona"
"Thelypteris verecunda","Goniopteris verecunda"
"Thelypteris yaucoensis","Goniopteris yaucoensis"
"Grammitis baldwinii","Grammitis baldwinii"
"Grammitis hookeri","Grammitis hookeri"
"Grammitis tenella","Grammitis tenella"
"Gymnocarpium appalachianum","Gymnocarpium appalachianum"
"Gymnocarpium jessoense ssp. parvulum","Gymnocarpium continentale"
"Dryopteris disjuncta","Gymnocarpium disjunctum"
"Gymnocarpium dryopteris ssp. disjunctum","Gymnocarpium disjunctum"
"Gymnocarpium dryopteris var. disjunctum","Gymnocarpium disjunctum"
"Polypodium dryopteris var. disjunctum","Gymnocarpium disjunctum"
"Gymnocarpium dryopteris","Gymnocarpium dryopteris"
"Dryopteris robertiana","Gymnocarpium robertianum"
"Phegopteris robertianum","Gymnocarpium robertianum"
"Polypodium robertianum","Gymnocarpium robertianum"
"Thelypteris robertiana","Gymnocarpium robertianum"
"Gymnocarpium x achriosporum","Gymnocarpium x achriosporum"
"Gymnocarpium x brittonianum","Gymnocarpium x brittonianum"
"Gymnocarpium x heterosporum","Gymnocarpium x heterosporum"
"Gymnocarpium x intermedium","Gymnocarpium x intermedium"
"Cyclosorus pendens","Hoiokula pendens"
"Pneumatopteris pendens","Hoiokula pendens"
"Cyclosorus sandwicensis","Hoiokula sandwicensis"
"Pneumatopteris sandwicensis","Hoiokula sandwicensis"
"Stegnogramma sandwicensis","Hoiokula sandwicensis"
"Asplenium pycnocarpon","Homalosorus pycnocarpos"
"Athyrium pycnocarpon","Homalosorus pycnocarpos"
"Diplaziopsis pycnocarpa","Homalosorus pycnocarpos"
"Diplazium pycnocarpon","Homalosorus pycnocarpos"
"Sphaerocionium lanceolatum","Hymenophyllum lanceolatum"
"Sphaerocionium obtusum","Hymenophyllum obtusum"
"Mecodium recurvum","Hymenophyllum recurvum"
"Hymenophyllum tayloriae","Hymenophyllum tayloriae"
"Hymenophyllum tunbrigense","Hymenophyllum tunbrigense"
"Mecodium wrightii","Hymenophyllum wrightii"
"Hypolepis barringtonii","Hypolepis barringtonii"
"Hypolepis punctata","Hypolepis hawaiiensis"
"Hypolepis hawaiiensis var. hawaiiensis","Hypolepis hawaiiensis var. hawaiiensis"
"Hypolepis hawaiiensis var. mauiensis","Hypolepis hawaiiensis var. mauiensis"
"Pleopeltis thunbergiana","Lepisorus thunbergianus"
"Leptogramma pilosa var. alabamensis","Leptogramma burksiorum"
"Stegnogramma burksiorum","Leptogramma burksiorum"
"Thelypteris burksiorum","Leptogramma burksiorum"
"Thelypteris pilosa var. alabamensis","Leptogramma burksiorum"
"Lindsaea ensifolia","Lindsaea ensifolia"
"Lindsaea repens","Lindsaea repens"
"Lindsaea repens var. macraeana","Lindsaea repens var. macraeana"
"Llavea cordifolia","Llavea cordifolia"
"Lomariopsis kunzeana","Lomariopsis kunzeana"
"Woodwardia areolata","Lorinseria areolata"
"Ophioglossum japonicum","Lygodium japonicum"
"Ugena microphylla","Lygodium microphyllum"
"Gisopteris palmata","Lygodium palmatum"
"Macrothelypteris torresiana","Macrothelypteris torresiana"
"Marsilea mexicana","Marsilea ancylopoda"
"Marsilea macropoda","Marsilea macropoda"
"Marsilea minuta","Marsilea minuta"
"Marsilea mollis","Marsilea mollis"
"Marsilea mutica","Marsilea mutica"
"Marsilea vestita var. oligospora","Marsilea oligospora"
"Marsilea quadrifolia","Marsilea quadrifolia"
"Marsilea vestita","Marsilea vestita"
"Marsilea villosa","Marsilea villosa"
"Onoclea struthiopteris","Matteuccia struthiopteris"
"Osmunda struthiopteris","Matteuccia struthiopteris"
"Matteuccia pensylvanica","Matteuccia struthiopteris var. pensylvanica"
"Matteuccia struthiopteris ssp. pensylvanica","Matteuccia struthiopteris var. pensylvanica"
"Pteretis pensylvanica","Matteuccia struthiopteris var. pensylvanica"
"Struthiopteris pensylvanica","Matteuccia struthiopteris var. pensylvanica"
"Aspidium boydiae","Menisciopsis boydiae"
"Christella boydiae","Menisciopsis boydiae"
"Cyclosorus boydiae","Menisciopsis boydiae"
"Thelypteris boydiae","Menisciopsis boydiae"
"Aspidium cyatheoides","Menisciopsis cyatheoides"
"Christella cyatheoides","Menisciopsis cyatheoides"
"Cyclosorus cyatheoides","Menisciopsis cyatheoides"
"Thelypteris cyatheoides","Menisciopsis cyatheoides"
"Christella wailele","Menisciopsis wailele"
"Cyclosorus wailele","Menisciopsis wailele"
"Thelypteris wailele","Menisciopsis wailele"
"Thelypteris reticulata","Meniscium reticulatum"
"Thelypteris serrata","Meniscium serratum"
"Polypodium heterophyllum","Microgramma heterophylla"
"Microlepia setosa var. mauiensis","Microlepia mauiensis"
"Microlepia strigosa var. mauiensi","Microlepia mauiensis"
"Microlepia strigosa var. mauiensis","Microlepia mauiensis"
"Microlepia strigosa","Microlepia setosa"
"Microlepia speluncae","Microlepia x adulterina"
"Phymatosorus grossus","Microsorum scolopendria"
"Microsorum spectrum","Microsorum spectrum"
"Grammitis nimbata","Moranopteris nimbata"
"Micropolypodium nimbatum","Moranopteris nimbata"
"Polypodium nimbatum","Moranopteris nimbata"
"Dennstaedtia bipinnata","Mucura bipinnata"
"Dennstaedtia globulifera","Mucura globulifera"
"Cheilanthes aemula","Myriopteris aemula"
"Cheilanthes alabamensis","Myriopteris alabamensis"
"Hemionitis alabamensis","Myriopteris alabamensis"
"Pellaea alabamensis","Myriopteris alabamensis"
"Pteris alabamensis","Myriopteris alabamensis"
"Acrostichum bonariense","Myriopteris aurea"
"Cheilanthes bonariensis","Myriopteris aurea"
"Cheilanthes clevelandii","Myriopteris clevelandii"
"Cheilanthes cooperae","Myriopteris cooperae"
"Cheilanthes covillei","Myriopteris covillei"
"Hemionitis covillei","Myriopteris covillei"
"Cheilanthes fendleri","Myriopteris fendleri"
"Cheilanthes feei","Myriopteris gracilis"
"Cheilanthes gracillima","Myriopteris gracillima"
"Cheilanthes covillei ssp. intertexta","Myriopteris intertexta"
"Cheilanthes intertexta","Myriopteris intertexta"
"Cheilanthes lanosa","Myriopteris lanosa"
"Nephrodium lanosum","Myriopteris lanosa"
"Cheilanthes lendigera","Myriopteris lendigera"
"Pteris lendigera","Myriopteris lendigera"
"Cheilanthes lindheimeri","Myriopteris lindheimeri"
"Cheilanthes microphylla","Myriopteris microphylla"
"Cheilanthes newberryi","Myriopteris newberryi"
"Notholaena newberryi","Myriopteris newberryi"
"Cheilanthes notholaenoides","Myriopteris notholaenoides"
"Cheilanthes parryi","Myriopteris parryi"
"Notholaena parryi","Myriopteris parryi"
"Cheilanthes pringlei","Myriopteris pringlei"
"Myriopteris pringlei ssp. pringlei","Myriopteris pringlei ssp. pringlei"
"Cheilanthes castanea","Myriopteris rufa"
"Cheilanthes eatonii","Myriopteris rufa"
"Cheilanthes horridula","Myriopteris scabra"
"Pellaea aspera","Myriopteris scabra"
"Cheilanthes tomentosa","Myriopteris tomentosa"
"Cheilanthes viscida","Myriopteris viscida"
"Cheilanthes villosa","Myriopteris windhamii"
"Cheilanthes wootonii","Myriopteris wootonii"
"Cheilanthes wrightii","Myriopteris wrightii"
"Cheilanthes fibrillosa","Myriopteris x fibrillosa"
"Cheilanthes x fibrillosa","Myriopteris x fibrillosa"
"Cheilanthes x parishii","Myriopteris x parishii"
"Cheilanthes yavapensis","Myriopteris yavapensis"
"Aspidium biserratum","Nephrolepis biserrata"
"Nephrolepis multiflora","Nephrolepis brownii"
"Aspidium cordifolium","Nephrolepis cordifolia"
"Polypodium cordifolium","Nephrolepis cordifolia"
"Nephrolepis cordifolia var. cordifolia","Nephrolepis cordifolia var. cordifolia"
"Polypodium exaltatum","Nephrolepis exaltata"
"Nephrolepis exaltata ssp. exaltata","Nephrolepis exaltata ssp. exaltata"
"Nephrolepis exaltata ssp. hawaiiensis","Nephrolepis exaltata ssp. hawaiiensis"
"Nephrolepis falcata","Nephrolepis falcata"
"Nephrolepis hirsutula","Nephrolepis hirsutula"
"Nephrolepis x averyi","Nephrolepis x averyi"
"Notholaena aliena","Notholaena aliena"
"Notholaena aschenborniana","Notholaena aschenborniana"
"Notholaena californica","Notholaena californica"
"Cheilanthes deserti","Notholaena californica ssp. californica"
"Notholaena californica ssp. leucophylla","Notholaena californica ssp. leucophylla"
"Notholaena copelandii","Notholaena copelandii"
"Notholaena grayi","Notholaena grayi"
"Notholaena grayi ssp. grayi","Notholaena grayi ssp. grayi"
"Notholaena grayi ssp. sonorensis","Notholaena grayi ssp. sonorensis"
"Notholaena greggii","Notholaena greggii"
"Notholaena lemmonii","Notholaena lemmonii"
"Notholaena schaffneri var. nealleyi","Notholaena nealleyi"
"Notholaena neglecta","Notholaena neglecta"
"Cheilanthes standleyi","Notholaena standleyi"
"Onoclea sensibilis","Onoclea sensibilis"
"Thelypteris quelpaertensis","Oreopteris quelpaertensis"
"Osmunda regalis var. spectabilis","Osmunda spectabilis"
"Osmunda cinnamomea","Osmundastrum cinnamomeum"
"Osmunda cinnamomea var. cinnamomea","Osmundastrum cinnamomeum var. cinnamomeum"
"Osmunda cinnamomea var. glandulosa","Osmundastrum cinnamomeum var. glandulosum"
"Polypodium dispersum","Pecluma dispersa"
"Polypodium plumula","Pecluma plumula"
"Pecluma ptilodon","Pecluma ptilodon"
"Pecluma bourgaeana","Pecluma ptilodon ssp. caespitosum"
"Pecluma bourgeauana","Pecluma ptilodon ssp. caespitosum"
"Pecluma ptilodon var. bourgeauana","Pecluma ptilodon ssp. caespitosum"
"Pecluma ptilodon var. caespitosa","Pecluma ptilodon ssp. caespitosum"
"Pecluma ptilodon var. caespitosum","Pecluma ptilodon ssp. caespitosum"
"Pecluma ptilota var. bourgeauana","Pecluma ptilodon ssp. caespitosum"
"Pecluma ptilodon ssp. ptilodon","Pecluma ptilodon ssp. ptilodon"
"Christella abrupta","Pelazoneuron abruptum"
"Thelypteris abrupta","Pelazoneuron abruptum"
"Thelypteris grandis var. grandis","Pelazoneuron abruptum var. grande"
"Aspidium augescens","Pelazoneuron augescens"
"Christella augescens","Pelazoneuron augescens"
"Thelypteris augescens","Pelazoneuron augescens"
"Thelypteris kunthii","Pelazoneuron kunthii"
"Christella ovata","Pelazoneuron ovatum"
"Dryopteris ovata","Pelazoneuron ovatum"
"Thelypteris ovata","Pelazoneuron ovatum"
"Christella ovata var. 2","Pelazoneuron ovatum var. lindheimeri"
"Christella ovata var. lindheimeri","Pelazoneuron ovatum var. lindheimeri"
"Dryopteris normalis var. lindheimeri","Pelazoneuron ovatum var. lindheimeri"
"Thelypteris ovata var. lindheimeri","Pelazoneuron ovatum var. lindheimeri"
"Christella ovata var. 1","Pelazoneuron ovatum var. ovatum"
"Christella ovata var. ovata","Pelazoneuron ovatum var. ovatum"
"Thelypteris ovata var. ovata","Pelazoneuron ovatum var. ovatum"
"Christella patens","Pelazoneuron patens"
"Thelypteris patens var. patens","Pelazoneuron patens"
"Christella puberula","Pelazoneuron puberulum"
"Thelypteris puberula","Pelazoneuron puberulum"
"Thelypteris puberula var. sonorensis","Pelazoneuron puberulum var. sonorense"
"Pellaea andromedifolia","Pellaea andromedifolia"
"Pellaea atropurpurea","Pellaea atropurpurea"
"Pellaea brachyptera","Pellaea brachyptera"
"Pellaea breweri","Pellaea breweri"
"Pellaea bridgesii","Pellaea bridgesii"
"Pellaea cordifolia","Pellaea cordifolia"
"Pellaea gastonyi","Pellaea gastonyi"
"Pellaea glabella","Pellaea glabella"
"Pellaea glabella var. glabella","Pellaea glabella ssp. glabella"
"Pellaea glabella var. missouriensis","Pellaea glabella ssp. missouriensis"
"Pellaea glabella var. occidentalis","Pellaea glabella ssp. occidentalis"
"Pellaea occidentalis","Pellaea glabella ssp. occidentalis"
"Pellaea glabella var. simplex","Pellaea glabella ssp. simplex"
"Pellaea suksdorfiana","Pellaea glabella ssp. simplex"
"Pellaea intermedia","Pellaea intermedia"
"Pellaea lyngholmii","Pellaea lyngholmii"
"Pellaea mucronata","Pellaea mucronata"
"Pellaea mucronata ssp. californica","Pellaea mucronata ssp. californica"
"Pellaea mucronata ssp. mucronata","Pellaea mucronata ssp. mucronata"
"Pellaea ovata","Pellaea ovata"
"Pellaea ternifolia var. ternifolia","Pellaea ternifolia"
"Pellaea ternifolia ssp. arizonica","Pellaea ternifolia ssp. arizonica"
"Pellaea ternifolia ssp. ternifolia","Pellaea ternifolia ssp. ternifolia"
"Pellaea ternifolia ssp. villosa","Pellaea ternifolia ssp. villosa"
"Pellaea truncata","Pellaea truncata"
"Pellaea viridis","Pellaea viridis"
"Pellaea ternifolia var. wrightiana","Pellaea wrightiana"
"Pellaea x glaciogena","Pellaea x glaciogena"
"Pentagramma glanduloviscida","Pentagramma glanduloviscida"
"Pentagramma maxonii","Pentagramma maxonii"
"Pentagramma pallida","Pentagramma pallida"
"Pentagramma triangularis ssp. rebmanii","Pentagramma rebmanii"
"Pentagramma triangularis","Pentagramma triangularis"
"Pentagramma triangularis ssp. viscosa","Pentagramma viscosa"
"Phanerophlebia auriculata","Phanerophlebia auriculata"
"Phanerophlebia umbonata","Phanerophlebia umbonata"
"Dryopteris phegopteris","Phegopteris connectilis"
"Phegopteris polypodioides","Phegopteris connectilis"
"Polypodium connectile","Phegopteris connectilis"
"Polypodium phegopteris","Phegopteris connectilis"
"Thelypteris phegopteris","Phegopteris connectilis"
"Phegopteris decursive-pinnata","Phegopteris decursivepinnata"
"Phegopteris excelsior","Phegopteris excelsior"
"Dryopteris hexagonoptera","Phegopteris hexagonoptera"
"Thelypteris hexagonoptera","Phegopteris hexagonoptera"
"Polypodium aureum","Phlebodium aureum"
"Phymatosorus scolopendria","Phymatosorus scolopendria"
"Pilularia americana","Pilularia americana"
"Pityrogramma calomelanos","Pityrogramma calomelanos"
"Pityrogramma austroamericana","Pityrogramma calomelanos var. aureoflava"
"Pityrogramma calomelanos var. calomelanos","Pityrogramma calomelanos var. calomelanos"
"Pityrogramma chrysophylla","Pityrogramma chrysophylla"
"Pityrogramma trifoliata","Pityrogramma trifoliata"
"Platycerium bifurcatum","Platycerium bifurcatum"
"Polypodium astrolepis","Pleopeltis astrolepis"
"Neurodium lanceolatum","Pleopeltis marginata"
"Nevrodium lanceolatum","Pleopeltis marginata"
"Paltonium lanceolatum","Pleopeltis marginata"
"Pteris lanceolata","Pleopeltis marginata"
"Polypodium polylepis","Pleopeltis polylepis"
"Pleopeltis erythrolepis","Pleopeltis polylepis var. erythrolepis"
"Polypodium erythrolepis","Pleopeltis polylepis var. erythrolepis"
"Acrostichum polypodioides","Pleopeltis polypodioides"
"Marginaria polypodioides","Pleopeltis polypodioides"
"Polypodium polypodioides","Pleopeltis polypodioides"
"Pleopeltis michauxiana","Pleopeltis polypodioides var. michauxiana"
"Pleopeltis polypodioides ssp. michauxiana","Pleopeltis polypodioides var. michauxiana"
"Polypodium polypodioides var. michauxianum","Pleopeltis polypodioides var. michauxiana"
"Pleopeltis polypodioides ssp. polypodioides","Pleopeltis polypodioides var. polypodioides"
"Polypodium polypodioides var. polypodioides","Pleopeltis polypodioides var. polypodioides"
"Polypodium thyssanolepis var. riograndense","Pleopeltis riograndensis"
"Polypodium amorphum","Polypodium amorphum"
"Polypodium appalachianum","Polypodium appalachianum"
"Polypodium californicum","Polypodium californicum"
"Polypodium calirhiza","Polypodium calirhiza"
"Polypodium glycyrrhiza","Polypodium glycyrrhiza"
"Polypodium vulgare var. hesperium","Polypodium hesperium"
"Polypodium pellucidum","Polypodium pellucidum"
"Polypodium pellucidum var. pellucidum","Polypodium pellucidum var. pellucidum"
"Polypodium pellucidum var. vulcanicum","Polypodium pellucidum var. vulcanicum"
"Polypodium saximontanum","Polypodium saximontanum"
"Polypodium scouleri","Polypodium scouleri"
"Polypodium sibiricum","Polypodium sibiricum"
"Polypodium virginianum","Polypodium virginianum"
"Polypodium x incognitum","Polypodium x incognitum"
"Aspidium acrostichoides","Polystichum acrostichoides"
"Polystichum aleuticum","Polystichum aleuticum"
"Polystichum andersonii","Polystichum andersonii"
"Polystichum braunii var. purshii","Polystichum braunii"
"Polystichum calderonense","Polystichum calderonense"
"Polystichum californicum","Polystichum californicum"
"Polystichum dudleyi","Polystichum dudleyi"
"Polystichum haleakalense","Polystichum haleakalense"
